county,sub_county,Disease/ Condition,Number at Risk
Marsabit,Moyale,East Coast Fever(ECF),3
Marsabit,Moyale,Pneumonia,5
Taita Taveta,Voi,Trypanosomiasis,1
Taita Taveta,Mwatate, Acute Trypanosomiasis,10
Marsabit,Moyale,Pneumonia,3
Marsabit,Laisamis,Trypanosomiasis,1
Taita Taveta,Mwatate,Pneumonia,101
Marsabit,Laisamis,Diarrhoea,1
Marsabit,Laisamis,East Coast Fever(ECF),1
Marsabit,Moyale,East Coast Fever(ECF),1
Marsabit,Moyale,Coccidosis,15
Marsabit,Moyale,East Coast Fever(ECF),2
Marsabit,Moyale,Trypanosomiasis,6
Marsabit,Saku,Pinkeye,1
Marsabit,Moyale,Calf Scours ,3
Marsabit,Saku,Pneumonia,1
Marsabit,Moyale,Contagious Ecthyma,25
Marsabit,Moyale,Ketosis/Hypocalcaemia,7
Marsabit,Moyale,Coenurosis,0
Marsabit,Moyale,Trypanosomiasis,1
Marsabit,Moyale,Trypanosomiasis,11
Marsabit,Moyale,Black Quarter,17
Marsabit,Moyale,Brucellosis,0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),34
Marsabit,Moyale,Pneumonia,22
Marsabit,Moyale,Hynes Attacked ,2
Marsabit,Moyale,Mastitis ,3
Marsabit,Moyale,Foot Rot,4
Marsabit,Moyale,Heart Water,10
Marsabit,Moyale,Plant Poisoning,8
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Pneumonia,6
Marsabit,Moyale,Brucellosis,2
Marsabit,Moyale,Brucellosis,40
Marsabit,Moyale,Trypanosomiasis,45
Marsabit,Moyale,Footrot,108
Marsabit,Moyale,Rift Valley Fever (RVF),67
Marsabit,Moyale,Helminthiasis,2
Marsabit,Moyale,Rift Valley Fever (RVF),60
Marsabit,Moyale,Helminthiasis,30
Marsabit,Moyale,Haemorrhagic septicemia,1
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,Helminthiasis,40
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),7
Marsabit,Moyale,Pneumonia,30
Marsabit,Laisamis,Helminthiasis,100
Marsabit,Moyale,Animal bites,1
Marsabit,Moyale,Pink Eye,6
Marsabit,Laisamis,Trypanosomiasis,3
Baringo,Baringo North,Sheep Pox,482
Marsabit,Laisamis,Brucellosis,15
Marsabit,Moyale,Sheep Pox,41
Marsabit,North Horr,Skin Abscess ,0
Marsabit,Moyale,Brucellosis,46
Marsabit,Moyale,Rabies,185
Marsabit,Moyale,Mastitis,3
Marsabit,Laisamis,Goat Pox,86
Marsabit,Laisamis,Brucellosis,47
Marsabit,Moyale,Brucellosis,38
Marsabit,Moyale,Helminthiasis,13
Marsabit,Moyale,Trypanosomiasis,12
Marsabit,Moyale,Contagious Ecthyma,50
Marsabit,Laisamis,East Coast Fever(ECF),70
Marsabit,Moyale,Peste des Petit Ruminants (PPR),43
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),64
Marsabit,Moyale,Anaplasmosis,1
Marsabit,North Horr,Pneumonia,12
Marsabit,Moyale,Late Abortion,15
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),56
Marsabit,Moyale,Helminthiasis,0
Marsabit,North Horr,Rabies,70
Marsabit,Moyale,Brucellosis,23
Marsabit,Saku,Injury ,0
Marsabit,Laisamis,Pneumonia,3
Marsabit,Laisamis,Lumpy Skin Disease (LSD),13
Marsabit,Laisamis,Animal bites,46
Marsabit,Laisamis,0,10
Marsabit,Laisamis,East Coast Fever(ECF),3
Marsabit,Laisamis,Helminthiasis,0
Marsabit,Laisamis,Pneumonia,42
Marsabit,Laisamis,Helminthiasis,0
Marsabit,Laisamis,East Coast Fever(ECF),2
Marsabit,Laisamis,Ruminal Tympany,2
Taita Taveta,Taveta,Heart Water,6
Marsabit,Laisamis,Anaplasmosis,2
Marsabit,Laisamis,Helminthiasis,0
Marsabit,Laisamis,Brucellosis,12
Marsabit,Laisamis,Rabies,100
Marsabit,Laisamis,Trypanosomiasis,3
Marsabit,Laisamis,Rabies,120
Marsabit,Moyale,East Coast Fever(ECF),1
Marsabit,Moyale,Footrot,9
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,ephemeral fever ,1
Marsabit,Moyale,Retained Urine,21
Marsabit,Saku,Rift Valley Fever (RVF),53
Marsabit,Saku,None,0
Marsabit,Saku,Listeriosis,10
Marsabit,Moyale,East Coast Fever(ECF),4
Marsabit,Moyale,Rabies,16
Marsabit,Moyale,Foot And Rot,6
Marsabit,Moyale,Heart Water,33
Marsabit,Moyale,Helminthiasis,9
Marsabit,Moyale,East Coast Fever(ECF),5
Marsabit,Moyale,Helminthiasis,3
Marsabit,Laisamis,Helminthiasis,46
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,Trypanosomiasis,29
Marsabit,Moyale,Pneumonia,28
Marsabit,Moyale,Helminthiasis,67
Marsabit,Moyale,Rift Valley Fever (RVF),41
Marsabit,Moyale,Peste des Petit Ruminants (PPR),108
Marsabit,Moyale,Anaplasmosis,3
Marsabit,Moyale,Rift Valley Fever (RVF),52
Marsabit,Moyale,Rift Valley Fever (RVF),113
Marsabit,Moyale,Acute Camel Disease,36
Marsabit,Moyale,Helminthiasis,125
Marsabit,Moyale,Trypanosomiasis,30
Marsabit,Moyale,East Coast Fever(ECF),1
Marsabit,Moyale,Pneumonia,54
Marsabit,Moyale,Salmonellosis ,1
Marsabit,Moyale,Helminthiasis,47
Marsabit,Moyale,Dermatitis ,3
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),15
Marsabit,Moyale,Pneumonia,31
Marsabit,Moyale,Rabies,2
Marsabit,Moyale,Haemorrhagic septicemia,25
Marsabit,Moyale,Pneumonia,15
Marsabit,Moyale,Pneumonia,2
Marsabit,North Horr,Pneumonia,66
Marsabit,Moyale,0,4
Marsabit,Moyale,Heart Water,3
Marsabit,Moyale,Anaplasmosis,12
Marsabit,Moyale,Helminthiasis,22
Marsabit,Moyale,Pneumonia,3
Marsabit,Moyale,Anaplasmosis,3
Marsabit,Moyale,Foot and Mouth Disease (FMD),5
Marsabit,Moyale,East Coast Fever(ECF),2
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,3
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,Pneumonia,6
Marsabit,Moyale,Anaplasmosis,2
Marsabit,Moyale,East Coast Fever(ECF),3
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Subclinical Mastitis,1
Marsabit,Moyale,Brucellosis,2
Marsabit,Moyale,Helminthiasis,7
Marsabit,North Horr,Subclinical Mastitis ,1
Marsabit,Saku,blue tongue ,122
Marsabit,Saku,Milk Fever,0
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,Enterotoxaemia,3
Marsabit,Moyale,Mange,3
Marsabit,Moyale,0,1
Marsabit,Moyale,Helminthiasis,4
Marsabit,Moyale, Salmonellosis,3
Marsabit,Moyale,Lumpy Skin Disease (LSD),111
Marsabit,Moyale,Enteritis,2
Marsabit,Moyale,Anaplasmosis,1
Marsabit,Moyale,Diarrhoea,70
Marsabit,Moyale,Blue Tongue Disease,259
Marsabit,Moyale,East Coast Fever(ECF),6
Marsabit,Moyale,Helminthiasis,30
Marsabit,Moyale,Canine Distemper (CD),70
Marsabit,Moyale,Helminthiasis,5
Marsabit,Moyale,Anaplasmosis,0
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,East Coast Fever(ECF),2
Marsabit,Moyale,Helminthiasis,18
Marsabit,Moyale,Diarrhoea,20
Marsabit,Moyale,Pneumonia,20
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),42
Marsabit,Moyale,East Coast Fever(ECF),5
Marsabit,Moyale,East Coast Fever(ECF),80
Marsabit,Moyale,Black Quarter,2
Marsabit,Moyale,Pneumonia,0
Marsabit,Moyale,East Coast Fever(ECF),16
Marsabit,Moyale,Mange,2
Marsabit,Moyale,Black Quarter,2
Marsabit,Moyale,Peste des Petit Ruminants (PPR),0
Marsabit,Laisamis,Coccidosis,0
Marsabit,Saku,Trypanosomiasis,5
Marsabit,Moyale,Infectious Bursai Disease (Gumboro),0
Marsabit,Moyale,Brucellosis,37
Samburu,Samburu East,Skin Abscess ,0
Marsabit,Moyale,Contagious Ecthyma,6
Marsabit,Moyale,Black Quarter,0
Marsabit,Moyale,East Coast Fever(ECF),0
Marsabit,Moyale,East Coast Fever(ECF),2
Marsabit,Moyale,Haemorrhagic septicemia,7
Marsabit,Moyale,Helminthiasis,1
Marsabit,Moyale,Brucellosis,50
Marsabit,Moyale,East Coast Fever(ECF),3
Marsabit,Moyale,East Coast Fever(ECF),5
Marsabit,Moyale,Lumpy Skin Disease (LSD),5
Marsabit,Moyale,Parvovirus,2
Marsabit,Saku,Trypanosomiasis,5
Marsabit,Saku,Anaplasmosis,3
Marsabit,Moyale,Abscess ,0
Marsabit,Moyale,Parvovirus,0
Marsabit,Moyale,Contagious Abortion ,3
Marsabit,Moyale,blue tongue ,133
Marsabit,Moyale,Canine Distemper (CD),0
Marsabit,Moyale,Pneumonia,1
Marsabit,North Horr,East Coast Fever(ECF),2
Marsabit,North Horr,Three Day Sickness ,2
Marsabit,Moyale,Conjuctivitis,5
Marsabit,Moyale,Rift Valley Fever (RVF),17
Marsabit,Moyale,Heart Water,15
Marsabit,Laisamis,Enterotoxaemia,1
Marsabit,Laisamis,Brucellosis,9
Marsabit,Laisamis,Pink Eye,5
Marsabit,Laisamis,Brucellosis,15
Marsabit,Laisamis,East Coast Fever(ECF),2
Marsabit,Laisamis,Animal bites,15
Mombasa,Kisauni,Brucellosis,1
Mombasa,Kisauni,Colic,0
Mombasa,Likoni,Animal bites,3
Mombasa,Kisauni,Mange,1
Mombasa,Kisauni,Helminthiasis,0
Mombasa,Nyali,Helminthiasis,9
Mombasa,Kisauni,Anaplasmosis,5
Nairobi,Kasarani,Fowl Pox,90
Nakuru,Naivasha,Helminthiasis,15
Nakuru,Naivasha,Helminthiasis,10
Nakuru,Nakuru Town East,Coenurosis,36
Nakuru,Subukia,Pneumonia,14
Nakuru,Naivasha,Black Quarter,3
Nakuru,Bahati,Helminthiasis,18
Nakuru,Bahati,Footrot,18
Nakuru,Bahati,East Coast Fever(ECF),1
Nakuru,Nakuru Town East,Brucellosis,35
Nakuru,Bahati,Animal bites,10
Nakuru,Gilgil,Lumpy Skin Disease (LSD),4
Nakuru,Nakuru Town East,Pneumonia,0
Nakuru,Bahati,Pneumonia,5
Nakuru,Gilgil,Pneumonia,73
Nakuru,Nakuru Town East,Helminthiasis,0
Nakuru,Bahati,East Coast Fever(ECF),3
Nakuru,Kuresoi North,Brucellosis,89
Nakuru,Naivasha,Pneumonia,140
Nakuru,Bahati,Helminthiasis,2
Nakuru,Gilgil,Trypanosomiasis,1
Nakuru,Bahati,Lumpy Skin Disease (LSD),10
Nakuru,Naivasha,Brucellosis,68
Nakuru,Bahati,Anthrax,30
Nakuru,Gilgil,Pneumonia,43
Nakuru,Bahati,Abortion ,3
Nakuru,Nakuru Town East,Bee Sting,2
Nakuru,Nakuru Town East,East Coast Fever(ECF),3
Nakuru,Nakuru Town East,Pneumonia,43
Nakuru,Molo,Animal bites,3
Nakuru,Molo,Pneumonia,3
Nakuru,Bahati,Pneumonia,0
Nakuru,Nakuru Town East,Helminthiasis,51
Nakuru,Nakuru Town East,Helminthiasis,0
Nakuru,Nakuru Town East,Pneumonia,37
Nandi,Mosop,Helminthiasis,0
Nandi,Chesumei,Fracture ,0
Samburu,Samburu East,Peste des Petit Ruminants (PPR),42
Narok,Narok South,Helminthiasis,1
Narok,Narok South,Stomach Enteritis,0
Narok,Transmara West,Helminthiasis,3
Narok,Narok South,Helminthiasis,0
Narok,Narok South,Peste des Petit Ruminants (PPR),50
Narok,Narok South,Brucellosis,65
Narok,Transmara West,Bee Sting ,2
Narok,Transmara West,Black Quarter,3
Narok,Narok North,Pink Eye,325
Narok,Narok North,Helminthiasis,10
Narok,Narok South,Black Quarter,4
Narok,Narok North,Poisoning,9
Narok,Narok South,Pink Eye,18
Narok,Narok South,Contagious Caprine Pleuropneumonia (CCPP),33
Narok,Narok West,Enterotoxaemia,31
Narok,Narok South,Rift Valley Fever (RVF),15
Narok,Narok South,Enterotoxaemia,35
Narok,Narok South,Pink Eye,8
Samburu,Samburu West,Foot and Mouth Disease (FMD),54
Narok,Narok South,Animal bites,5
Narok,Narok South,East Coast Fever(ECF),3
Narok,Narok South,East Coast Fever(ECF),1
Narok,Narok South,Brucellosis,76
Narok,Narok West,Pneumonia,83
Nyamira,Kitutu Masaba,Contagious Caprine Pleuropneumonia (CCPP),105
Nyamira,Kitutu Masaba,Anaplasmosis,1
Nyandarua,Kipipiri,Brucellosis,83
Nyandarua,Kipipiri,Abcess,5
Nyandarua,Kipipiri,Brucellosis,83
Nyandarua,Kipipiri,Pneumonia,83
Nyandarua,Kipipiri,Uterine Infection,83
Nyandarua,Kipipiri,Pneumonia,63
Nyandarua,Kipipiri,Contagious Caprine Pleuropneumonia (CCPP),57
Nyandarua,Kipipiri,Brucellosis,76
Nyandarua,Kinangop,Trypanosomiasis,5
Nyandarua,Ol Jorok,Pneumonia,20
Nyeri,Nyeri Town,Mange,30
Nyeri,Kieni,Parvovirus,5
Nyeri,Mukurweini,Helminthiasis,40
Nyeri,Mukurweini,Brucellosis,73
Nyeri,Nyeri Town,Enterotoxaemia,21
Nyeri,Tetu,Helminthiasis,2
Nyeri,Mukurweini,Helminthiasis,0
Nyeri,Kieni,Helminthiasis,3
Nyeri,Kieni,Anaplasmosis ,7
Nyeri,Mukurweini,East Coast Fever(ECF),1
Samburu,Samburu West,East Coast Fever(ECF),1
Samburu,Samburu West,Helminthiasis,5
Samburu,Samburu North,Brucellosis,47
Samburu,Samburu West,Diarrhoea,11
Samburu,Samburu West,Contagious Caprine Pleuropneumonia (CCPP),9
Samburu,Samburu East,Brucellosis,56
Samburu,Samburu East,Pneumonia,0
Samburu,Samburu East,Pink Eye Infection,3
Samburu,Samburu East,Mastitis,1
Samburu,Samburu East,Photosensitization ,0
Samburu,Samburu West,Neurological Diseases ,6
Samburu,Samburu East,Lumpy Skin Disease (LSD),62
Samburu,Samburu East,Rift Valley Fever (RVF),36
Samburu,Samburu East,Dermatophycosis,4
Samburu,Samburu East,Mange,6
Samburu,Samburu East,Trypanosomiasis,17
Samburu,Samburu North,Infection Coryza,25
Samburu,Samburu West,Enterotoxaemia,0
Samburu,Samburu East,Unkown,15
Samburu,Samburu East,Mange,27
Samburu,Samburu East,Peste des Petit Ruminants (PPR),68
Samburu,Samburu East,Brucellosis,18
Samburu,Samburu East,Wound,0
Samburu,Samburu East,Brucellosis,63
Samburu,Samburu East,Trypanosomiasis,9
Samburu,Samburu East,Brucellosis,5
Taita Taveta,Mwatate,Trypanosomiasis,1
Samburu,Samburu East,Fracture,0
Samburu,Samburu East,0,2
Samburu,Samburu North,Helminthiasis,150
Samburu,Samburu North,Pneumonia,3
Samburu,Samburu North,0,12
Samburu,Samburu East,Helminthiasis,85
Samburu,Samburu East,Enteritis,13
Samburu,Samburu East,Peste des Petit Ruminants (PPR),3
Samburu,Samburu North,Trypanosomiasis,1
Samburu,Samburu West,Brucellosis,1
Samburu,Samburu East,Black Quarter,2
Samburu,Samburu North,Wounds and Abrasion ,2
Samburu,Samburu East,0,9
Samburu,Samburu East,Poisoning,3
Samburu,Samburu West,Poisoning,15
Samburu,Samburu East,Footrot,6
Samburu,Samburu East,Helminthiasis,143
Samburu,Samburu West,East Coast Fever(ECF),1
Samburu,Samburu West,Peste des Petit Ruminants (PPR),38
Samburu,Samburu North,Trypanosomiasis,23
Samburu,Samburu North,Rabies,3
Samburu,Samburu East,Contagious Caprine Pleuropneumonia (CCPP),35
Samburu,Samburu East,Pneumonia,56
Samburu,Samburu East,Mastitis,53
Samburu,Samburu East,East Coast Fever(ECF),2
Samburu,Samburu West,East Coast Fever(ECF),4
Samburu,Samburu East,Animal bites,21
Samburu,Samburu East,Mastitis,1
Samburu,Samburu East,Peste des Petit Ruminants (PPR),35
Samburu,Samburu East,Brucellosis,1
Samburu,Samburu East,East Coast Fever(ECF),5
Samburu,Samburu West,Anaplasmosis,3
Samburu,Samburu East,Animal bites,3
Samburu,Samburu East,Contagious Ecthyma,6
Samburu,Samburu West,Peste des Petit Ruminants (PPR),400
Samburu,Samburu East,Contagious Skin Necrosis ,0
Samburu,Samburu West,Foot and Mouth Disease (FMD),25
Samburu,Samburu East,None,3
Samburu,Samburu West,East Coast Fever(ECF),78
Samburu,Samburu West,East Coast Fever(ECF),3
Samburu,Samburu West,Helminthiasis,2
Samburu,Samburu East,Pink Eye,138
Samburu,Samburu East,Helminthiasis,48
Samburu,Samburu East,Helminthiasis,1
Samburu,Samburu East,Helminthiasis,132
Samburu,Samburu West,Helminthiasis,1
Samburu,Samburu East,Animal bites,88
Samburu,Samburu East,Helminthiasis,5
Samburu,Samburu East,Pneumonia,12
Samburu,Samburu East,Peste des Petit Ruminants (PPR),43
Samburu,Samburu East,Goat Pox,62
Samburu,Samburu West,Coccidosis,3
Samburu,Samburu East,Infectious Bursai Disease (Gumboro),253
Samburu,Samburu East,East Coast Fever(ECF),3
Samburu,Samburu East,Peste des Petit Ruminants (PPR),6
Samburu,Samburu East,Wounds,1
Samburu,Samburu East,East Coast Fever(ECF),4
Samburu,Samburu East,Bluetongue Disease ,1
Samburu,Samburu North,Contagious Caprine Pleuropneumonia (CCPP),56
Samburu,Samburu North,Helminthiasis,50
Samburu,Samburu North,Anaplasmosis,7
Kajiado,Kajiado Central,Anthrax ,3
Samburu,Samburu West,Helminthiasis,28
Samburu,Samburu West,Rift Valley Fever (RVF),25
Samburu,Samburu West,Lumpy Skin Disease (LSD),10
Samburu,Samburu East,Trypanosomiasis,4
Samburu,Samburu East,Brucellosis,86
Samburu,Samburu West,Brucellosis,93
Samburu,Samburu North,Trypanosomiasis,4
Samburu,Samburu North, Bacterial Enteritis ,4
Samburu,Samburu East,Trypanosomiasis,3
Samburu,Samburu North,Clinical Mastitis ,2
Samburu,Samburu North,Lumpy Skin Disease (LSD),6
Samburu,Samburu East,Trypanosomiasis,2
Samburu,Samburu East,Rabies,8
Samburu,Samburu East,Foot Abscess,0
Nakuru,Nakuru Town East,East Coast Fever(ECF),2
Samburu,Samburu East,Lumpy Skin Disease (LSD),1
Samburu,Samburu West,Anestrus,1
Samburu,Samburu East,East Coast Fever(ECF),6
Samburu,Samburu East,Pneumonia,250
Samburu,Samburu North,Coryza,15
Samburu,Samburu East,Worms Infestation ,5
Samburu,Samburu West,Helminthiasis,1
Samburu,Samburu North,Rabies,1
Samburu,Samburu North,East Coast Fever(ECF),1
Samburu,Samburu North,Brucellosis,1
Samburu,Samburu East,Contagious Caprine Pleuropneumonia (CCPP),254
Samburu,Samburu North,Pneumonia,60
Samburu,Samburu East,Helminthiasis,0
Samburu,Samburu North,Trypanosomiasis,5
Samburu,Samburu West,Foot and Mouth Disease (FMD),3
Samburu,Samburu East,Foot and Mouth Disease (FMD),3
Samburu,Samburu East,Contagious Ecthyma ,0
Samburu,Samburu East,Helminthiasis,6
Samburu,Samburu East,Anaplasmosis,3
Samburu,Samburu East,Parakeratosis,0
Samburu,Samburu East,Foot and Mouth Disease (FMD),2
Samburu,Samburu East,Helminthiasis,6
Samburu,Samburu East,Helminthiasis,11
Samburu,Samburu East,Black Quarter,25
Samburu,Samburu East, Fracture Of Radius And Ulna,0
Samburu,Samburu North,Helminthiasis,1
Samburu,Samburu North,Helminthiasis,11
Samburu,Samburu North,Helminthiasis,1
Samburu,Samburu East,Contagious Caprine Pleuropneumonia (CCPP),270
Samburu,Samburu West,Anaplasmosis,2
Samburu,Samburu West,Rabies,3
Samburu,Samburu East,Pneumonia,3
Samburu,Samburu East,Helminthiasis,23
Samburu,Samburu East,Trypanosomiasis,5
Samburu,Samburu East,Mange,19
Samburu,Samburu East,Coccidosis,30
Samburu,Samburu East,Rift Valley Fever (RVF),21
Samburu,Samburu West,Contagious Porcine Paralysis,36
Samburu,Samburu East,Mange,2
Samburu,Samburu North,Salmonellosis,3
Samburu,Samburu North,Mange,1
Samburu,Samburu East,Rab,0
Samburu,Samburu West,Mange,3
Samburu,Samburu West,Fowltyphoid,20
Samburu,Samburu West,East Coast Fever(ECF),1
Samburu,Samburu West,Trypanosomiasis,100
Samburu,Samburu East,Coenurosis,41
Samburu,Samburu North,Peste des Petit Ruminants (PPR),9
Samburu,Samburu West,Pneumonia,5
Samburu,Samburu East,Peste des Petit Ruminants (PPR),63
Samburu,Samburu West,Poisoning,20
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Samburu,Samburu North,East Coast Fever(ECF),3
Siaya,Rarieda,Peste des Petit Ruminants (PPR),22
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Pneumonia,0
Tana River,Bura,Pneumonia,0
Siaya,Gem,Helminthiasis,0
Siaya,Alego Usonga,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Pneumonia,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Pneumonia,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Pneumonia,0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),150
Tana River,Bura,Foot Rot,85
Tana River,Bura,Helminthiasis,0
Siaya,Gem,Pneumonia,0
Siaya,Gem,Helminthiasis,0
Tana River,Bura,Foot Rot,55
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Bura,Helminthiasis,0
Tana River,Bura,Pneumonia,0
Tana River,Bura,Helminthiasis,0
Siaya,Gem,Helminthiasis,0
Siaya,Rarieda,Contagious Caprine Pleuropneumonia (CCPP),0
Siaya,Gem,Helminthiasis,0
Siaya,Gem,Helminthiasis,0
Samburu,Samburu East,Helminthiasis,98
Siaya,Ugenya,Helminthiasis,0
Siaya,Gem,Pneumonia,0
Taita Taveta,Voi,Wound,7
Taita Taveta,Voi,East Coast Fever(ECF),1
Samburu,Samburu East,Coccidosis,6
Taita Taveta,Voi,Helminthiasis,56
Taita Taveta,Wundanyi,Contagious Caprine Pleuropneumonia (CCPP),20
Taita Taveta,Voi,Brucellosis,49
Taita Taveta,Voi,Helmethiasis,0
Makueni,Kibwezi West,Pneumonia,3
Samburu,Samburu East,Helminthiasis,250
Taita Taveta,Voi,Helminthiasis,16
Samburu,Samburu East,Diarrhea ,80
Samburu,Samburu East,Pneumonia,15
Elgeyo/Marakwet,Marakwet West,Bloat,5
Taita Taveta,Voi,Hemorrhagic Septicemia ,4
Busia,Teso South,Lumpy Skin Disease (LSD),5
Samburu,Samburu East,Helminthiasis,25
Marsabit,Moyale,Pneumonia,130
Taita Taveta,Voi,Ephemeral Fever,231
Taita Taveta,Voi,Haemorrhagic septicemia,32
Kakamega,Malava,Ringworms,4
Marsabit,Moyale,Diahorrea,34
Busia,Butula,Trypanosomiasis,9
Samburu,Samburu West,Johnes Disease,5
Busia,Butula,East Coast Fever(ECF),5
Busia,Butula,Pneumonia,4
Busia,Teso South,Anaplasmosis,6
Taita Taveta,Wundanyi,Pneumonia,1
Samburu,Samburu East,Diarrhea ,200
Taita Taveta,Wundanyi,Helminthiasis,0
Taita Taveta,Voi,Brucellosis,30
Tana River,Garsen,Trypanosomiasis,300
Samburu,Samburu West,East Coast Fever(ECF),21
Taita Taveta,Voi,Helminthiasis,0
Samburu,Samburu East,Orf,49
Taita Taveta,Wundanyi,Helminthiasis,0
Taita Taveta,Voi,East Coast Fever(ECF),5
Taita Taveta,Wundanyi,Contagious Ecthyma,6
Kakamega,Ikolomani,Black Quarter,0
Taita Taveta,Wundanyi,Helminthiasis,0
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Taita Taveta,Mwatate,Helminthiasis,0
Taita Taveta,Wundanyi,Anaplasmosis,1
Taita Taveta,Wundanyi,East Coast Fever(ECF),0
Taita Taveta,Wundanyi,Miscarriage ,3
Taita Taveta,Wundanyi,Hapatitis,0
Taita Taveta,Wundanyi,East Coast Fever(ECF),3
Taita Taveta,Mwatate,Pneumonia,0
Taita Taveta,Taveta,East Coast Fever(ECF),3
Taita Taveta,Taveta,Pregnancy Test ,0
Taita Taveta,Taveta,Trypanosomiasis,40
Taita Taveta,Taveta,Anaplasmosis,0
Kisumu,Seme,Septic Wound,0
Taita Taveta,Taveta,East Coast Fever(ECF),0
Taita Taveta,Taveta,Helminthiasis,20
Makueni,Kaiti,Helminthiasis,0
Samburu,Samburu West,0,15
Samburu,Samburu East,Peste des Petit Ruminants (PPR),142
Samburu,Samburu East,Peste des Petit Ruminants (PPR),43
Taita Taveta,Taveta,Anaplasmosis,5
Taita Taveta,Taveta,Abscess,22
Samburu,Samburu West,Pneumonia,20
Taita Taveta,Taveta,Helminthiasis,0
Marsabit,Laisamis,Brucellosis,2
Taita Taveta,Taveta,Contagious Caprine Pleuropneumonia (CCPP),146
Taita Taveta,Voi,Brucellosis,24
Taita Taveta,Voi,Pneumonia,22
Nyandarua,Kipipiri,Pneumonia,1
Bomet,Bomet Central,Foot and Mouth Disease (FMD),25
Kakamega,Lurambi,Brucellosis,5
Samburu,Samburu East,Contagious Caprine Pleuropneumonia (CCPP),167
Kakamega,Malava,Cervical Prolapse,2
Kakamega,Ikolomani,East Coast Fever(ECF),3
Taita Taveta,Voi,Pneumonia,0
Samburu,Samburu West,Sprain ,7
Taita Taveta,Voi,Peste des Petit Ruminants (PPR),207
Taita Taveta,Voi,Pneumonia,63
Taita Taveta,Voi,Helminthiasis,0
Vihiga,Emuhaya,East Coast Fever(ECF),4
Taita Taveta,Mwatate,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Mwatate,Helminthiasis,0
Taita Taveta,Wundanyi,Retained Afterbirth ,0
Taita Taveta,Mwatate,Goat Pox,63
Taita Taveta,Mwatate,Enterotoxaemia,31
Taita Taveta,Wundanyi,Sheep Pox,50
Makueni,Kaiti,Contagious Bovine Pleuropneumonia (CBPP),0
Samburu,Samburu East, 0,51
Samburu,Samburu East,No,246
Samburu,Samburu West,Acute Mastitis ,12
Makueni,Kibwezi East,Pneumonia,11
Marsabit,Moyale,Brucellosis,15
Vihiga,Vihiga,Helminthiasis,3
Taita Taveta,Mwatate,Newcastle Disease (NCD),20
Kakamega,Likuyani,Helminthiasis,2
Bomet,Bomet East,Pneumonia,0
Bomet,Bomet East,Helminthiasis,0
Busia,Matayos,Parvovirus,1
Taita Taveta,Mwatate,Contagious Caprine Pleuropneumonia (CCPP),127
