county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/6/2024,6/6/2024,Helminthiasis,Clinical,,Goats,24,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Maikona,3.132333,37.4276131,Village/Farm,6/13/2024,6/13/2024,Rabies,Clinical,,Donkey,8,4,2,0,2,Extensive,2,[No Action],0,GOK,KABS
Makueni,Mbooni,Kiteta/Kisau,-1.5488732,37.4687544,Village/Farm,6/13/2024,6/13/2024,Helminthiasis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Makueni,Mbooni,Kiteta/Kisau,-1.5488616,37.4687543,Village/Farm,6/12/2024,6/12/2024,Mange,Clinical,,Dogs,3,3,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
West Pokot,Kapenguria,Mnagei,1.220615,35.08994667,Village/Farm,6/11/2024,6/11/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Garissa,Ijara,Masalani,-1.666165,40.299095,Village/Farm,6/7/2024,6/7/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,300,15,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.4194858,38.4026449,Village/Farm,6/11/2024,6/11/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Kwale,Matuga,Kubo South,,,Village/Farm,6/8/2024,6/8/2024,Trypanosomiasis,Clinical,,Cattle,2,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5274166,39.0709126,Village/Farm,6/14/2024,6/14/2024,Pneumonia ,Clinical,,Donkey,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Maikona,3.132333,37.4276131,Village/Farm,6/13/2024,6/13/2024,Haemorrhagic septicemia,Clinical,,Camel,12,9,7,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi East,Masongaleni,-2.4339972,38.0861184,Village/Farm,6/12/2024,6/12/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,35,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Narok,Narok South,Loita,-1.7016992,35.8172581,Village/Farm,6/12/2024,6/12/2024,Helminthiasis,Clinical,,Sheep,85,12,4,0,0,Mixed,0,[Treatment],0,GOK,KABS
West Pokot,Kapenguria,Mnagei,1.233098333,35.091555,Village/Farm,6/11/2024,6/11/2024,Anaplasmosis,Clinical,,Cattle,2,2,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Kilifi,Malindi,Malindi Town,-3.198963333,40.07484667,Village/Farm,6/13/2024,6/13/2024,Pneumonia,Clinical,,Sheep,31,1,0,0,0,Extensive,0,[Treatment],31,GOK,KABS
Samburu,Samburu West,Lodokejek,0.890788333,36.83081667,Village/Farm,6/8/2024,6/8/2024,Dermatomycosis,Clinical,,Cattle,0,0,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Mbooni,Kiteta/Kisau,-1.54925,37.4659721,Village/Farm,6/13/2024,6/13/2024,Tetanus,Clinical,,Donkey,3,3,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Voi,Ngolia,-3.3341966,38.4325713,Village/Farm,6/14/2024,6/14/2024,East Coast Fever(ECF),Post Mortem,,Cattle,0,0,0,0,1,Intensive,0,Total Condemnation ,0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/2/2024,6/2/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,61,7,3,0,0,Extensive,0,[Vaccination],0,GOK,KABS
Makueni,Mbooni,Mbooni,-1.5161937,37.3494968,Village/Farm,6/8/2024,6/8/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,30,8,0,0,0,Mixed,0,"[Treatment, Quarantine, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/6/2024,6/6/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,18,6,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/11/2024,6/11/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,25,6,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.499951667,39.06356833,Village/Farm,6/4/2024,6/4/2024,Wound,Clinical,,Camel,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.521693333,39.05238167,Crush,6/12/2024,6/12/2024,Pneumonia,Clinical,,Goats,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Voi,Ngolia,-3.3341966,38.4325713,Village/Farm,6/15/2024,6/15/2024,Enteritis 0,Clinical,,Goats,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/12/2024,6/12/2024,Actinomycosis ,Clinical,,Cattle,20,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/10/2024,6/10/2024,Mastitis ,Clinical,,Cattle,11,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/12/2024,6/12/2024,Mastitis ,Clinical,,Cattle,6,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.40607,38.56670167,Village/Farm,6/13/2024,6/13/2024,Footrot,Clinical,,Cattle,4,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/5/2024,6/5/2024,Helminthiasis,Clinical,,Goats,43,4,1,0,0,Extensive,0,[Vaccination],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/11/2024,6/11/2024,Footrot,Clinical,,Goats,16,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.973606,Village/Farm,6/11/2024,6/11/2024,Brucellosis,Clinical,,Goats,41,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Taveta,Mboghoni,-3.401671667,37.66964167,Village/Farm,6/3/2024,6/3/2024,Trypanosomiasis,Clinical,,Cattle,13,2,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530755,39.04114167,Abattoir,6/13/2024,6/13/2024,Helminthiasis,Clinical,,Goats,0,0,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Kajiado,Kajiado East,Imaroro,-2.1007098,37.1297915,Village/Farm,5/30/2024,5/30/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,76,26,2,0,0,Extensive,0,"[Treatment, Vaccination, Isolation]",50,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530723333,39.04146833,Abattoir,6/13/2024,6/13/2024,Helminthiasis,Clinical,,Cattle,0,0,0,6,0,Extensive,0,[No Action],0,GOK,KABS
Laikipia,Laikipia North,Mugogodo East,0.392545,37.1618689,Village/Farm,6/6/2024,6/6/2024,Lumpy Skin Disease (LSD),Post Mortem,,Cattle,200,3,1,0,0,Extensive,0,"[Vaccination, Isolation]",0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.53074,39.04142667,Abattoir,6/15/2024,6/15/2024,Helminthiasis,Clinical,,Cattle,0,0,0,8,0,Extensive,0,[Isolation],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.860865,36.54202,Village/Farm,4/13/2024,4/13/2024,Sheep Pox,Clinical,,Sheep,283,3,1,0,0,Extensive,0,"[Vaccination, Treatment]",0,GOK,KABS
Marsabit,Moyale,Obbu,3.4008,38.75465,Village/Farm,5/13/2024,5/13/2024,Mange,Clinical,,Goats,60,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Bura,-3.501476,38.32036,Village/Farm,6/15/2024,6/15/2024,Johnes Disease,Clinical,,Cattle,0,2,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51091,38.97303666,Village/Farm,6/8/2024,6/8/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,45,5,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.2302828,37.6362664,Village/Farm,6/14/2024,6/14/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,7,1,0,0,0,Intensive,,"[Treatment, Isolation]",0,GOK,KABS
Kitui,Kitui Rural,Kwavonza/Yatta,-1.423903333,37.866485,Village/Farm,6/16/2024,6/16/2024,Heart Water,Clinical,,Goats,6,1,0,0,0,Intensive,0,"[Treatment, Vector Control, Isolation]",0,GOK,KABS
Taita Taveta,Voi,Ngolia,-3.3341966,38.4325713,Village/Farm,6/16/2024,6/16/2024,Foot Rot,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Makueni,Makueni,Mbitini,-1.9792021,37.3641919,Village/Farm,6/16/2024,6/16/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,3,1,0,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51091,38.97303667,Village/Farm,6/7/2024,6/7/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,61,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,,38.9730366,Village/Farm,6/8/2024,6/8/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,57,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Taveta,Mboghoni,-3.4772,37.68321833,Village/Farm,6/7/2024,6/7/2024,Infectious Coryza ,Clinical,,Chicken,40,30,20,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51091,38.97303666,Village/Farm,6/8/2024,6/8/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,56,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba North,1.1478633,37.0166892,Crush,5/15/2024,5/15/2024,Helminthiasis,Clinical,,Sheep,28,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba North,1.0348431,37.2395214,Village/Farm,5/18/2024,5/18/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,317,212,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba North,1.14786334,37.0166892,Crush,5/21/2024,5/21/2024,Mange,Clinical,,Goats,47,2,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Narok,Narok South,Loita,-1.8772977,35.8254393,Village/Farm,6/9/2024,6/9/2024,East Coast Fever(ECF),Clinical,,Cattle,16,1,1,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Chawia,-3.4629047,38.3124553,Village/Farm,6/16/2024,6/16/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5203364,34.2444174,Village/Farm,6/16/2024,6/16/2024,Anaplasmosis,Clinical,,Cattle,3,1,1,1,0,Extensive,0,[Treatment],0,GOK,KABS
Nyeri,Nyeri Town,Kiganjo/Mathari,-0.4082431,36.9549466,Village/Farm,6/15/2024,6/15/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,1,1,0,0,0,Mixed,0,"[Treatment, Isolation]",0,GOK,KABS
Taita Taveta,Mwatate,Chawia,,,Village/Farm,6/16/2024,6/16/2024,Foot rot,Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Fafi,Bura,,,Village/Farm,5/10/2024,5/10/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,30,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba North,1.0348431,37.2395214,Village/Farm,5/17/2024,5/17/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,76,6,1,0,0,Extensive,,[No Action],0,GOK,KABS
Taita Taveta,Mwatate,Bura,-3.501476,38.32036,Village/Farm,6/15/2024,6/15/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Mwatate,-3.5023511,38.3704013,Village/Farm,6/14/2024,6/14/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.430496,38.4098811,Village/Farm,6/5/2024,6/5/2024,Diarrhoea,Clinical,,Goats,4,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.430496,38.4098811,Village/Farm,6/2/2024,6/2/2024,Trypanosomiasis DDx Mineral Deficiency,Clinical,,Cattle,2,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Taita Taveta,Mwatate,Mwatate,-3.4807533,38.4498533,Village/Farm,6/7/2024,6/7/2024,Trypanosomiasis,Clinical,,Cattle,2,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/12/2024,6/12/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,26,5,1,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.4218042,38.3891432,Village/Farm,6/15/2024,6/15/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.4362171,38.3476898,Village/Farm,5/7/2024,5/7/2024,Trypanosomiasis,Clinical,,Cattle,3,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.2808652,34.3707591,Village/Farm,6/16/2024,6/16/2024,Rabies,Clinical,,Cattle,6,0,1,0,1,Mixed,0,"[Vaccination, Isolation]",6,GOK,KABS
Samburu,Samburu East,Wamba West,0.8221476,37.0014008,Village/Farm,6/3/2024,6/3/2024,Helminthiasis,Clinical,,Goats,47,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.3733356,38.4785856,Village/Farm,6/8/2024,6/8/2024,Mastitis,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/12/2024,6/12/2024,Coccidosis,Clinical,,Chicken,16,2,1,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/10/2024,6/10/2024,Helminthiasis,Clinical,,Goats,14,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/12/2024,6/12/2024,Sheep scab,Clinical,,Sheep,12,2,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/8/2024,6/8/2024, Pneumonia ,Clinical,,Donkey,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/10/2024,6/10/2024,Brucellosis,Clinical,,Goats,21,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/11/2024,6/11/2024,Coccidosis,Clinical,,Goats,17,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/10/2024,6/10/2024,Brucellosis,Clinical,,Camel,25,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu North,Ndoto,1.650611667,37.11099833,Crush,5/20/2024,5/20/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,49,5,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/10/2024,6/10/2024,Lymph Swelling ,Clinical,,Camel,31,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/13/2024,6/13/2024,Edema With Pus,Clinical,,Goats,17,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/10/2024,6/10/2024,Foot Rot,Clinical,,Sheep,39,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/10/2024,6/10/2024,Heart Water,Clinical,,Goats,14,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/14/2024,6/14/2024,Foot Rot,Clinical,,Cattle,16,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/11/2024,6/11/2024,Mange,Clinical,,Dogs,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/13/2024,6/13/2024,Pullorium disease,Clinical,,Chicken,14,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.476085,39.13057,Village/Farm,6/17/2024,6/17/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,53,5,2,0,0,Extensive,0,[No Action],0,GOK,KABS
Busia,Matayos,Burumba,0.44851577,34.12389394,Village/Farm,6/17/2024,6/17/2024,Anaplasmosis,Clinical,,Cattle,10,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.475976667,39.13080667,Village/Farm,6/17/2024,6/17/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,160,7,3,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/16/2024,6/16/2024,Poisoning,Clinical,,Goats,21,1,1,0,0,Extensive,0,"[No Action, Isolation]",0,GOK,KABS
Samburu,Samburu North,Ndoto,1.650295,37.11167667,Crush,6/13/2024,6/13/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,23,15,0,2,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/11/2024,6/11/2024, Fever ,Clinical,,Camel,21,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/15/2024,6/15/2024,East Coast Fever(ECF),Clinical,,Cattle,15,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.475773333,39.13065,Village/Farm,6/17/2024,6/17/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,120,5,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Tharaka-Nithi,Maara,Ganga,-0.25314135,37.67294593,Village/Farm,6/15/2024,6/15/2024,Anthrax,Clinical,,Cattle,5,0,1,1,1,,,Total Condemnation and disposal Of Carcasses Q,0,GOK,KABS
Samburu,Samburu North,Ndoto,1.6548317,37.1283721,Village/Farm,6/3/2024,6/3/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,156,6,0,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.835633333,36.61898333,Crush,4/21/2024,4/21/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,47,19,0,0,0,Extensive,0,"[Vaccination, Isolation]",47,GOK,KABS
Samburu,Samburu East,Wamba West,0.8121216,37.1364128,Crush,5/15/2024,5/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,256,23,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Samburu,Samburu West,Maralal,0.817996,36.6760028,Village/Farm,6/17/2024,6/17/2024,Footh Rot,Clinical,,Goats,70,11,0,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Samburu,Samburu East,Wamba West,0.2623783,37.8623395,Crush,5/10/2024,5/10/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,317,52,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Narok,Narok South,Loita,-1.8192955,35.7190169,Village/Farm,6/15/2024,6/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,72,3,0,0,0,Mixed,0,"[Vaccination, Treatment]",72,GOK,KABS
Taita Taveta,Mwatate,Chawia,-3.4563307,38.349665,Village/Farm,6/17/2024,6/17/2024,Warts,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.9148063,37.1350727,Crush,6/18/2024,6/18/2024,Helminthiasis,Clinical,,Sheep,53,2,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Turkana,Turkana Central,Kerio Delta,2.9259,36.02473,Village/Farm,6/15/2024,6/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,50,5,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Taita Taveta,Mwatate,Chawia,-3.4563307,38.349665,Village/Farm,6/17/2024,6/17/2024,Anaplasmosis,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5300715,34.253795,Village/Farm,6/17/2024,6/17/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,6,1,0,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Samburu,Samburu East,Wamba West,0.9148063,37.1350727,Crush,6/18/2024,6/18/2024, N/A,Clinical,,Sheep,213,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Turkana,Turkana South,Katilu,,,Village/Farm,6/17/2024,6/17/2024,Helminthiasis,Clinical,,Sheep,108,5,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.9148063,37.1350727,Crush,6/18/2024,6/18/2024,Pneumonia,Clinical,,Goats,163,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.9127025,37.1310524,Crush,6/18/2024,6/18/2024,Pneumonia,Clinical,,Goats,156,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Turkana,Turkana South,Katilu,,,Village/Farm,6/17/2024,6/17/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,118,8,1,0,0,Extensive,,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.8121216,37.1364128,Crush,4/16/2024,4/16/2024,Sheep Pox,Clinical,,Sheep,386,271,11,11,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.8121216,37.1364128,Crush,4/9/2024,4/9/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,271,52,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.3993294,38.3592111,Village/Farm,6/14/2024,6/14/2024,Metritis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Kajiado,Kajiado Central,Matapato South,0,0,Village/Farm,6/15/2024,6/15/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,65,5,0,0,0,Extensive,,"[Vaccination, Quarantine]",53,GOK,KABS
Makueni,Kibwezi East,Thange,-2.500646883,37.94562133,Village/Farm,6/10/2024,6/10/2024,Trypanosomiasis,Clinical,,Cattle,1,3,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8243097,36.6911715,Crush,6/16/2024,6/16/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,21,1,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,North Horr,Maikona,3.1328538,37.4272794,Village/Farm,6/14/2024,6/14/2024,Foot and Mouth Disease (FMD),Clinical,,Goats,23,12,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.3947283,38.3065261,Crush,6/18/2024,6/18/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Maikona,3.1328538,37.4272794,Village/Farm,6/14/2024,6/14/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,9,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,North Horr,3.1317285,37.4299486,Village/Farm,6/18/2024,6/18/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,28,18,9,0,0,Extensive,0,[No Action],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.824564,36.6898233,Crush,6/10/2024,6/10/2024,Pneumonia,Clinical,,Sheep,74,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Maralal,1.0865225,36.6918456,Abattoir,3/11/2024,3/11/2024,Peste des Petit Ruminants (PPR),Post Mortem,,Sheep,1,1,0,1,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/15/2024,6/15/2024,Trypanosomiasis,Clinical,,Camel,16,2,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Makueni,Kilome,Mukaa,-1.83713,37.318345,Village/Farm,6/14/2024,6/14/2024,Mange ,Clinical,,Other,10,3,0,0,0,,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/17/2024,6/17/2024,Wary Neck ,Clinical,,Camel,32,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.827682,36.697762,Crush,6/16/2024,6/16/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,51,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,,,Crush,6/14/2024,6/14/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,215,2,0,0,2,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5049809,34.2336492,Village/Farm,6/18/2024,6/18/2024,Poisoning,Clinical,,Cattle,5,1,1,0,1,Extensive,0,[No Action],0,GOK,KABS
Samburu,Samburu West,Maralal,1.0865225,36.6918456,Crush,3/11/2024,3/11/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,1,1,0,0,1,Extensive,0,[Stamping Out],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/17/2024,6/17/2024,Brucellosis,Clinical,,Camel,15,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
