county,Disease_Condition,Species_Affected,Nature_of_Diagnosis,Production_System,Start_Outbreak_Event,Report_Date,Total_Number_Sick,Total_Vaccinated,Total_Number_Risk
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-06-08,2024-06-08,1,0,8
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-30,2024-07-30,1,0,1
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-10,2024-01-12,1,0,1
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-11,2024-01-23,1,0,2
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-23,2024-01-23,1,0,1
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-24,2024-01-22,1,0,1
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-06,2024-01-12,1,0,1
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-06,2024-01-15,1,0,3
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-07,2024-01-17,1,0,0
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-09,2024-01-13,1,0,0
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-02-22,2024-02-22,1,0,2
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-10,2024-01-12,1,0,70
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-17,2024-01-22,1,0,5
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-21,2024-01-20,0,0,0
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-21,2024-01-22,1,0,4
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-23,2024-01-20,1,0,3
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-23,2024-01-21,1,0,2
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-25,2024-01-22,1,0,2
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-26,2024-01-12,1,0,5
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-27,2024-01-23,2,0,5
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-28,2024-01-21,4,0,16
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-30,2024-01-23,1,0,80
Marsabit,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-04,2024-01-17,1,0,0
Marsabit,East Coast Fever(ECF),Cattle,Laboratory,Extensive,2024-07-20,2024-07-20,1,0,100
Marsabit,East Coast Fever(ECF),Cattle,Post Mortem,Mixed,2024-01-09,2024-01-19,2,0,3
Marsabit,Ectoparasite Infestation,Goats,Clinical,Extensive,2024-01-09,2024-01-13,0,0,0
Marsabit,Edema With Pus,Goats,Clinical,Extensive,2024-06-13,2024-06-13,2,0,17
Marsabit,Endometritis,Camel,Clinical,Extensive,2024-06-17,2024-06-17,2,0,17
Marsabit,Enteritis,Cattle,Post Mortem,Intensive,2024-01-30,2024-01-23,0,0,2
Marsabit,Enterotoxaemia,Cattle,Clinical,Intensive,2024-01-20,2024-01-25,1,0,1
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-04-12,2024-04-12,8,0,14
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-05-15,2024-05-15,7,0,164
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-05-21,2024-05-21,3,0,67
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-05-22,2024-05-22,7,0,282
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-05-25,2024-05-25,5,0,111
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-05-05,2024-05-05,6,0,89
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-06-01,2024-06-01,11,25,25
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-06-20,2024-06-20,1,0,28
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-07-01,2024-07-01,2,0,35
Marsabit,Enterotoxaemia,Goats,Clinical,Extensive,2024-08-21,2024-08-21,5,0,81
Marsabit,Enterotoxaemia,Goats,Clinical,Intensive,2024-01-26,2024-01-24,5,0,3
Marsabit,Enterotoxaemia,Goats,Clinical,Mixed,2024-01-03,2024-01-16,2,0,3
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-12-23,2024-12-23,4,0,32
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-02-19,2024-02-19,1,0,73
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-02-21,2024-02-21,2,0,59
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-03-01,2024-03-01,9,0,67
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-04-04,2024-04-04,5,0,3
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-04-06,2024-04-06,2,0,8
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-05-10,2024-05-10,5,0,21
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-05-19,2024-05-19,5,0,71
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-05-04,2024-05-04,13,0,51
Marsabit,Enterotoxaemia,Sheep,Clinical,Extensive,2024-07-23,2024-07-23,8,0,54
Marsabit,Enterotoxaemia,Sheep,Post Mortem,Extensive,2024-01-04,2024-01-10,0,0,80
Marsabit,Eperythrozoon,Goats,Laboratory,Intensive,2024-05-20,2024-05-20,2,0,2
Marsabit,Eperythrozoon Bacteria,Cattle,Laboratory,Extensive,2024-03-07,2024-03-07,1,0,20
Marsabit,Eperythrozoon Bactreria,Goats,Laboratory,Extensive,2024-03-12,2024-03-12,1,0,30
Marsabit,Ephemeral Fever,Cattle,Clinical,Extensive,2024-02-17,2024-02-17,5,0,15
Marsabit,Ephemeral Fever,Cattle,Clinical,Mixed,2024-01-06,2024-01-15,1,0,4
Marsabit,Ephemeral fever,Cattle,Clinical,Extensive,2023-12-31,2023-12-31,2,0,12
Marsabit,Epmiral Fever,Cattle,Clinical,Mixed,2024-01-11,2024-01-18,1,0,5
Marsabit,Equine influenza,Donkey,Clinical,Extensive,2024-05-07,2024-05-07,2,0,66
Marsabit,Eternal Parasite Infestation,Chicken,Clinical,Extensive,2024-03-05,2024-03-05,2,0,25
Marsabit,Eye Disease,Cattle,Clinical,Extensive,2024-05-06,2024-05-06,0,0,1
Marsabit,Eye Infection,Camel,Clinical,Extensive,2024-03-17,2024-03-17,1,0,14
Marsabit,Eye Infection,Cattle,Clinical,Extensive,2024-01-10,2024-01-15,1,0,8
Marsabit,Eye Infection,Cattle,Clinical,Extensive,2024-04-13,2024-04-13,1,0,7
Marsabit,Eye Infection,Cattle,Clinical,Extensive,2024-04-09,2024-04-09,1,0,11
Marsabit,Eye Injury,Camel,Clinical,Extensive,2024-05-10,2024-05-10,1,0,3
Marsabit,Eye Problem,Goats,Clinical,Extensive,2024-05-20,2024-05-20,2,0,66
Marsabit,Feline Dermatitis,Cats,Clinical,,2024-08-17,2024-08-17,1,0,2
Marsabit,Fever,Camel,Clinical,Extensive,2024-06-11,2024-06-11,1,0,21
Marsabit,Fever,Goats,Clinical,Extensive,2024-05-19,2024-05-19,2,0,113
Marsabit,Fever,Goats,Clinical,Extensive,2024-06-07,2024-06-07,8,0,62
Marsabit,Foitrot,Goats,Clinical,Extensive,2024-04-14,2024-04-14,1,0,4
Marsabit,Foot Abscess,Camel,Clinical,Extensive,2024-04-30,2024-04-30,1,0,78
Marsabit,Foot And Rot,Cattle,Clinical,Extensive,2024-01-25,2024-01-19,1,0,6
Marsabit,Foot Root,Goats,Clinical,Extensive,2024-12-07,2024-12-07,5,0,30
Marsabit,Foot Rot,Camel,Clinical,Extensive,2024-05-15,2024-05-15,1,0,31
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-01-01,2024-01-13,1,0,3
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-04-05,2024-04-05,1,0,7
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-05-10,2024-05-10,1,0,56
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-05-20,2024-05-20,2,0,43
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-05-21,2024-05-21,2,0,27
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-06-10,2024-06-10,2,0,24
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-06-14,2024-06-14,4,0,16
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-06-03,2024-06-03,2,0,18
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-06-07,2024-06-07,1,0,45
Marsabit,Foot Rot,Cattle,Clinical,Extensive,2024-07-01,2024-07-01,2,0,28
Marsabit,Foot Rot,Cattle,Clinical,Intensive,2024-01-13,2024-01-17,1,0,4
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-02-23,2024-02-23,1,0,21
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-04-30,2024-04-30,2,0,32
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-10,2024-05-10,17,0,290
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-11,2024-05-11,26,0,297
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-12,2024-05-12,5,0,55
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-13,2024-05-13,5,0,165
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-14,2024-05-14,6,0,203
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-15,2024-05-15,15,0,248
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-16,2024-05-16,9,0,99
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-17,2024-05-17,20,0,220
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-19,2024-05-19,5,0,96
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-20,2024-05-20,12,0,376
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-21,2024-05-21,13,0,305
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-22,2024-05-22,1,0,68
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-23,2024-05-23,2,0,75
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-25,2024-05-25,3,0,78
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-29,2024-05-29,6,0,86
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-05,2024-05-05,13,0,81
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-06,2024-05-06,6,0,108
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-07,2024-05-07,11,0,49
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-08,2024-05-08,26,0,245
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-05-09,2024-05-09,12,0,198
Marsabit,Foot Rot,Goats,Clinical,Extensive,2024-06-07,2024-06-07,4,0,41
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-10,2024-05-10,2,0,30
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-14,2024-05-14,12,0,25
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-15,2024-05-15,5,0,50
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-18,2024-05-18,3,0,39
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-19,2024-05-19,5,0,40
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-23,2024-05-23,4,0,41
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-05-26,2024-05-26,1,0,42
Marsabit,Foot Rot,Sheep,Clinical,Extensive,2024-06-10,2024-06-10,2,0,39
Marsabit,Foot Rote,Cattle,Clinical,Extensive,2024-12-10,2024-12-10,9,0,35
Marsabit,Foot Rote,Cattle,Clinical,Extensive,2024-12-11,2024-12-11,10,0,53
Marsabit,Foot Rote,Cattle,Clinical,Extensive,2024-12-12,2024-12-12,13,0,16
Marsabit,Foot Rote,Cattle,Clinical,Extensive,2024-12-15,2024-12-15,3,0,10
Marsabit,Foot Rote,Cattle,Clinical,Extensive,2024-12-08,2024-12-08,5,0,18
Marsabit,Foot Rote,Goats,Clinical,Extensive,2024-12-13,2024-12-13,1,0,117
Marsabit,Foot Rote,Goats,Clinical,Extensive,2024-12-14,2024-12-14,3,0,86
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-01-11,2024-01-17,1,0,3
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-01-05,2024-01-16,10,0,200
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2023-12-15,2023-12-15,15,0,100
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-05-10,2024-05-10,1,0,82
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-05-20,2024-05-20,24,0,24
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-07-11,2024-07-11,5,0,15
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-07-14,2024-07-14,2,0,26
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-01-25,2024-01-23,2,0,5
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-02-02,2024-02-02,1,0,1
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-07-20,2024-07-20,2,0,6
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-07-03,2024-07-03,2,0,10
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-07-09,2024-07-09,2,0,7
Marsabit,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-09-06,2024-09-06,3,0,3
Marsabit,Foot and Mouth Disease (FMD),Goats,Clinical,Extensive,2023-12-10,2023-12-10,8,0,35
Marsabit,Foot and Mouth Disease (FMD),Goats,Clinical,Extensive,2024-05-28,2024-05-28,2,0,36
Marsabit,Foot and Mouth Disease (FMD),Goats,Clinical,Extensive,2024-06-14,2024-06-14,12,0,23
Marsabit,Foot and Mouth Disease (FMD),Sheep,Clinical,Extensive,2024-12-12,2024-12-12,8,0,16
Marsabit,Foot and Mouth Disease (FMD),Sheep,Clinical,Extensive,2024-03-18,2024-03-18,11,0,18
Marsabit,Foot root,Goats,Clinical,Extensive,2024-12-07,2024-12-07,10,0,120
Marsabit,Foot rot,Goats,Clinical,Extensive,2024-03-12,2024-03-12,3,0,65
Marsabit,Foot rote,Goats,Clinical,Extensive,2024-04-17,2024-04-17,1,0,6
Marsabit,Footroot,Cattle,Clinical,Extensive,2024-12-10,2024-12-10,5,0,10
Marsabit,Footrot,Cattle,Clinical,Extensive,2024-01-11,2024-01-16,1,0,108
Marsabit,Footrot,Cattle,Clinical,Extensive,2024-06-20,2024-06-20,1,0,22
Marsabit,Footrot,Cattle,Clinical,Extensive,2024-06-26,2024-06-26,5,0,23
Marsabit,Footrot,Cattle,Clinical,Mixed,2024-01-23,2024-01-19,1,0,9
Marsabit,Footrot,Goats,Clinical,Extensive,2023-11-20,2023-11-20,3,0,42
Marsabit,Footrot,Goats,Clinical,Extensive,2023-11-21,2023-11-21,1,0,16
Marsabit,Footrot,Goats,Clinical,Extensive,2024-12-23,2024-12-23,5,0,55
Marsabit,Footrot,Goats,Clinical,Extensive,2024-12-07,2024-12-07,7,0,240
Marsabit,Footrot,Goats,Clinical,Extensive,2024-03-01,2024-03-01,1,0,5
Marsabit,Footrot,Goats,Clinical,Extensive,2024-03-06,2024-03-06,4,0,49
Marsabit,Footrot,Goats,Clinical,Extensive,2024-04-01,2024-04-01,1,0,11
Marsabit,Footrot,Goats,Clinical,Extensive,2024-04-23,2024-04-23,2,0,10
Marsabit,Footrot,Goats,Clinical,Extensive,2024-04-27,2024-04-27,5,0,38
Marsabit,Footrot,Goats,Clinical,Extensive,2024-04-30,2024-04-30,8,0,54
Marsabit,Footrot,Goats,Clinical,Extensive,2024-04-09,2024-04-09,6,0,38
Marsabit,Footrot,Goats,Clinical,Extensive,2024-05-18,2024-05-18,2,0,87
Marsabit,Footrot,Goats,Clinical,Extensive,2024-05-26,2024-05-26,8,0,41
Marsabit,Footrot,Goats,Clinical,Extensive,2024-05-06,2024-05-06,4,0,63
Marsabit,Footrot,Goats,Clinical,Extensive,2024-06-11,2024-06-11,6,0,16
Marsabit,Footrot,Sheep,Clinical,Extensive,2024-04-30,2024-04-30,2,0,22
Marsabit,Footrot,Sheep,Clinical,Extensive,2024-05-27,2024-05-27,9,0,47
Marsabit,Footrote,Goats,Clinical,Extensive,2024-04-25,2024-04-25,3,0,30
Marsabit,Footrote,Goats,Clinical,Extensive,2024-06-28,2024-06-28,4,0,25
Marsabit,Fot rot,Goats,Clinical,Extensive,2024-05-09,2024-05-09,12,0,180
Marsabit,Fowl Pox,Chicken,Clinical,,2024-04-10,2024-04-10,6,0,15
Marsabit,Fowl Pox,Chicken,Clinical,Extensive,2024-05-22,2024-05-22,3,0,21
Marsabit,Fowl Pox,Chicken,Clinical,Extensive,2024-05-23,2024-05-23,21,0,50
Marsabit,Fowl Pox,Chicken,Clinical,Extensive,2024-06-02,2024-06-02,3,0,25
Marsabit,Fowl Pox,Chicken,Clinical,Extensive,2024-06-04,2024-06-04,4,0,21
Marsabit,Fowl Pox,Chicken,Clinical,Intensive,2024-01-02,2024-01-12,6,0,200
Marsabit,Fowl Pox,Chicken,Clinical,Intensive,2024-08-17,2024-08-17,2,0,10
Marsabit,Fowl Pox,Chicken,Clinical,Mixed,2024-11-16,2024-11-16,5,0,5
Marsabit,Fowl paralysis,Chicken,Clinical,Extensive,2024-02-24,2024-02-24,6,0,26
Marsabit,Fowl paralysis,Chicken,Clinical,Extensive,2024-05-20,2024-05-20,2,0,19
Marsabit,Fracture,Goats,Clinical,Extensive,2024-02-18,2024-02-18,1,0,7
Marsabit,Fracture Of Tibia And Fibula,Goats,Clinical,Extensive,2024-01-03,2024-01-12,0,1763,0
Marsabit,Fructure,Cattle,Clinical,Mixed,2024-01-04,2024-01-16,1,0,7
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-01-20,2024-01-15,9,0,86
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-10-24,2024-10-24,13,0,59
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-18,2024-11-18,4,0,8
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-20,2024-11-20,16,0,136
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-23,2024-11-23,10,0,70
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-24,2024-11-24,5,0,12
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-27,2024-11-27,9,0,100
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-11-28,2024-11-28,2,0,68
Marsabit,Goat Pox,Goats,Clinical,Extensive,2023-12-28,2023-12-28,3,0,84
Marsabit,Goat Pox,Goats,Clinical,Extensive,2023-12-04,2023-12-04,1,0,13
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-02-11,2024-02-11,5,0,50
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-02-15,2024-02-15,8,0,25
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-03-19,2024-03-19,5,0,47
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-03-09,2024-03-09,1,0,123
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-04-01,2024-04-01,4,0,32
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-04-10,2024-04-10,12,0,82
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-04-13,2024-04-13,12,0,69
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-05-16,2024-05-16,2,0,73
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-05-02,2024-05-02,2,0,21
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-05-04,2024-05-04,4,0,36
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-05-06,2024-05-06,1,0,20
Marsabit,Goat Pox,Goats,Clinical,Extensive,2024-05-08,2024-05-08,6,0,91
Marsabit,Goat Pox,Goats,Clinical,Intensive,2024-05-05,2024-05-05,2,0,2
Marsabit,Goat Pox,Goats,Clinical,Mixed,2024-01-03,2024-01-08,7,82,89
Marsabit,Goat Pox,Goats,Clinical,Mixed,2024-07-24,2024-07-24,1,0,25
Marsabit,Gun Shot Wounds,Cattle,Clinical,Extensive,2024-06-18,2024-06-18,0,0,0
Marsabit,Haemorrhagic Septicemia,Goats,Clinical,Intensive,2023-12-27,2023-12-27,3,0,19
Marsabit,Haemorrhagic septicemia,Camel,Clinical,,2024-01-17,2024-01-20,1,0,1
Marsabit,Haemorrhagic septicemia,Camel,Clinical,,2024-02-20,2024-02-20,1,0,1
Marsabit,Haemorrhagic septicemia,Camel,Clinical,,2024-04-22,2024-04-22,2,0,2
Marsabit,Haemorrhagic septicemia,Camel,Clinical,,2024-05-11,2024-05-11,1,0,1
Marsabit,Haemorrhagic septicemia,Camel,Clinical,,2024-05-03,2024-05-03,2,0,2
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-01-20,2024-01-19,2,0,7
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-01-07,2024-01-10,3,0,47
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-01-08,2024-01-23,5,0,25
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-10-10,2024-10-10,4,0,36
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-10-24,2024-10-24,14,0,44
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-11-26,2024-11-26,5,0,16
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-11-27,2024-11-27,5,0,45
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-02-13,2024-02-13,5,0,51
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-02-20,2024-02-20,6,0,20
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-02-03,2024-02-03,2,0,20
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-02-05,2024-02-05,2,0,23
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-02-07,2024-02-07,9,0,54
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-03-15,2024-03-15,6,92,93
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-03-25,2024-03-25,3,0,3
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-04-18,2024-04-18,8,0,21
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-18,2024-05-18,2,0,21
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-19,2024-05-19,3,0,36
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-22,2024-05-22,3,0,42
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-25,2024-05-25,2,0,13
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-26,2024-05-26,5,0,16
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-08,2024-05-08,1,0,12
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-05-09,2024-05-09,2,0,2
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-06-13,2024-06-13,9,0,12
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-06-02,2024-06-02,4,0,33
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-06-28,2024-06-28,4,0,12
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-07-30,2024-07-30,2,0,18
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-07-04,2024-07-04,2,0,15
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-08-04,2024-08-04,2,0,8
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-09-20,2024-09-20,2,0,13
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-09-25,2024-09-25,6,0,29
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Extensive,2024-09-03,2024-09-03,5,0,48
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Intensive,2023-12-27,2023-12-27,3,0,26
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Mixed,2024-04-11,2024-04-11,2,0,16
Marsabit,Haemorrhagic septicemia,Camel,Clinical,Mixed,2024-04-12,2024-04-12,15,0,33
Marsabit,Heamorhagic Septicemia,Camel,Clinical,Extensive,2024-04-25,2024-04-25,1,0,15
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-01-02,2024-01-12,1,0,2
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-01-20,2024-01-23,3,0,33
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-01-07,2024-01-16,1,0,19
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-05-29,2024-05-29,0,0,0
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-06-12,2024-06-12,1,0,8
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-06-04,2024-06-04,8,175,19
Marsabit,Heart Water,Cattle,Clinical,Extensive,2024-06-05,2024-06-05,4,19,13
Marsabit,Heart Water,Cattle,Clinical,Intensive,2024-01-15,2024-01-20,1,0,10
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-01-26,2024-01-23,1,0,3
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-10-01,2024-10-01,8,0,52
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-10-27,2024-10-27,3,0,59
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-11-12,2024-11-12,2,0,11
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-02-01,2024-02-01,1,0,44
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-02-27,2024-02-27,9,0,654
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-02-29,2024-02-29,1,0,25
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-03-13,2024-03-13,3,0,200
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-03-18,2024-03-18,2,0,25
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-03-20,2024-03-20,2,0,45
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-05-15,2024-05-15,2,0,52
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-05-19,2024-05-19,1,0,25
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-05-21,2024-05-21,2,0,123
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-05-23,2024-05-23,2,0,198
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-05-26,2024-05-26,1,0,53
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-06-10,2024-06-10,1,0,14
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-06-25,2024-06-25,1,0,2
Marsabit,Heart Water,Goats,Clinical,Extensive,2024-07-14,2024-07-14,1,0,11
Marsabit,Heart Water,Goats,Clinical,Intensive,2024-01-10,2024-01-13,1,0,14
Marsabit,Heart Water,Goats,Clinical,Intensive,2024-01-27,2024-01-20,1,0,15
